Run,Seed,Disparity_Index,CEE_Base,CEE_Adapt,CEE_Improvement
1,42,68.93929190898888,0.037591602653265,0.033915914595127106,0.0036756880581378937
2,52,86.41138659320477,0.039056446403265,0.03600314259529114,0.0030533038079738617
3,62,110.07489031731455,0.03698478266596794,0.03673447296023369,0.00025030970573425293
4,72,61.37373737373738,0.038217902183532715,0.03332507610321045,0.004892826080322266
5,82,64.7268646056525,0.03487183526158333,0.03215070068836212,0.0027211345732212067
6,92,126.44281195796346,0.03661935776472092,0.0370669960975647,-0.0004476383328437805
